uid,nome_canonico,__prio,grupo,subgrupo,subgrupo_n3,preparo_detectado,chave_strict,chave_loose,ac_pantotenico_b5_mg_100g,acucares_totais_g_100g,amido_g_100g,beta_caroteno_ug_100g,calcio_mg_100g,carboidratos_g_100g,cinzas_g_100g,cloreto_mg_100g,cobalamina_b12_ug_100g,cobre_mg_100g,colesterol_mg_100g,energia_kcal_100g,energia_kj_100g,ferro_mg_100g,fibra_alimentar_g_100g,folato_b9_ug_100g,fosforo_mg_100g,iodo_ug_100g,lipidios_g_100g,magnesio_mg_100g,manganes_mg_100g,niacina_b3_mg_100g,piridoxina_b6_mg_100g,potassio_mg_100g,proteina_g_100g,retinol_ug_100g,riboflavina_b2_mg_100g,selenio_ug_100g,sodio_mg_100g,tiamina_b1_mg_100g,umidade_g_100g,vitamina_c_mg_100g,vitamina_d_ug_100g,vitamina_e_mg_100g,vitamina_k1_ug_100g,vitamina_k2_ug_100g,zinco_mg_100g,__fonte,nome_original,similar_group_id
93b825db-cce8-5084-8bbc-c4896a1d3ed5,"Frango, caipira, inteiro, com pele, cozido",2,Carnes e derivados,,,cozido,frango caipira inteiro com pele cozido,frango caipira inteiro com pele,,,,,17,"0,0","0,8",,,"0,08",110,243,1016,"1,7",,,162,,"15,6",18,"0,01","6,33",Tr,210,"23,9",16,Tr,,56,"0,03","59,7","0,08",,,,,"1,7",TACO,"Frango, caipira, inteiro, com pele, cozido",87f7212864b4
93c387d3-2b50-55ae-8339-bf2e72d975ce,Iogurte grego com fruta açucarado,3,,,,,iogurte grego com fruta acucarado,iogurte grego com fruta acucarado,,13.7,0.0,36.0,95.0,,,,0.2,,17.0,113,475,0.0,0.8,1.7,80.0,14.0,,9.0,,0.0,0.0,150.0,2.7,,0.12,2.2,33.0,0.01,75.0,0.0,0.1,,,,0.3,INSA,Iogurte grego com fruta açucarado,27e488913605
93c72e8c-e7bb-5d54-ac44-6bf76cc3f977,"Hambúrguer, bovino, frito",2,Carnes e derivados,,,frito,hamburguer bovino frito,hamburguer bovino,,,,,62,"6,3","4,2",,,"0,17",49,258,1081,"3,0",*,,324,,"17,0",60,"0,52","2,73",Tr,660,"20,0",Tr,"0,06",,1252,"0,13","52,5","0,17",,,,,"3,2",TACO,"Hambúrguer, bovino, frito",ffc3b0bd361e
93d401a7-aea2-57f2-9650-9ba538ae3f8f,"Panais, cru",4,,légumes,légumes crus,cru,panais cru,panais,0.6,4.8,,0.0,45.5,10.1,0.99,,0.0,0.13,0.0,,,0.7,4.7,67.0,82.5,0.25,0.4,29.5,0.48,1.95,0.1,505.0,1.54,0.0,0.12,0.2,8.0,0.09,80.6,11.5,0.0,1.9,22.5,,0.72,CIQUAL,"Panais, cru",3699f10af156
93e0513d-e9a7-5fff-956e-7c203369a153,Melancia,3,,,,,melancia,melancia,,7.3,0.0,0.0,10.0,,,,0.0,,0.0,32,138,0.3,0.4,2.0,5.0,0.3,,12.0,,0.1,0.14,100.0,0.6,,0.02,0.3,4.0,0.0,91.4,4.0,0.0,,,,0.1,INSA,Melancia,a329513c76ab
93e3a299-88d7-5997-bcb6-24c3a50e9bb7,276,1,,,,,276,276,,,,,20.0,0.0,1.6,,,1e-05,136.0,130.0,542.0,0.3,,,581.0,,1.3,22.0,1e-05,0.44,1e-05,279.0,27.6,6.0,1e-05,,305.0,0.03,71.0,,,,,,0.4,TBCA,276,6d363479c974
93e3b20d-f72c-5116-a69e-8e433b61c4c0,"Saumon, élevage, rôti/cuit au four",4,,poissons cuits,-,,saumon elevage roti/cuit au four,saumon elevage roti/cuit au four,1.49,0.0,0.0,,15.0,,1.23,,2.65,0.049,63.0,,,0.34,0.0,21.1,252.0,,13.5,30.0,0.016,8.05,0.39,384.0,22.1,,0.11,,61.0,0.3,62.2,3.7,,,,,0.43,CIQUAL,"Saumon, élevage, rôti/cuit au four",c08af497fef2
93ead23f-5f9f-5f99-88a1-21a6be4b18c3,319,1,,,,,319,319,,,,,550.0,0.0,2.9,,,0.03,73.0,285.0,1192.0,3.5,,,496.0,,24.0,35.0,0.11,6.55,1e-05,367.0,15.9,1e-05,0.04,,666.0,0.42,55.1,,,,,,1.6,TBCA,319,a84c9aa070f9
93f06cb7-3dd1-58a5-9cc8-b43f00f776b5,"Porco, baço",3,,,,,porco baco,porco baco,,0.4,0.0,0.0,9.0,,,,6.0,,363.0,107,450,20.0,0.0,3.0,210.0,,,34.0,,3.81,0.2,400.0,17.8,,0.31,,130.0,0.14,76.9,31.3,0.2,,,,2.6,INSA,"Porco, baço",f8e86552b709
93f4416d-3ba4-5965-8f43-f3fc16a1ffb5,"Gema de ovo de galinha, crua",3,,,,crua,gema de ovo de galinha crua,gema de ovo de galinha,,0.0,0.0,0.0,130.0,,,,2.8,,1280.0,342,1420,5.5,0.0,130.0,480.0,,,11.0,,0.01,0.8,90.0,16.0,,0.65,,48.0,0.24,51.0,0.0,4.9,,,,3.0,INSA,"Gema de ovo de galinha, crua",693303266f79
93fca90d-e259-518b-b220-d3e78b6f566c,"Sopa de feijão-branco com couve-portuguesa, sem adição de sal",3,,,,,sopa de feijao-branco com couve-portuguesa sem adicao de sal,sopa de feijao-branco com couve-portuguesa sem adicao de sal,,1.3,3.3,407.0,41.0,,,,0.0,,0.0,47,196,0.8,2.7,49.0,47.0,,,25.0,,0.33,0.07,190.0,2.5,,0.03,,9.6,0.07,88.0,26.4,0.0,,,,0.4,INSA,"Sopa de feijão-branco com couve-portuguesa, sem adição de sal",f9c7e49fc36a
9432ebb1-8893-5e62-84f3-060f0807ac53,Crème de marrons,4,,fruits à coque et graines oléagineuses,-,,creme de marrons,creme de marrons,,,11.5,,,55.0,0.48,,,,,,,,1.3,,,,0.67,,,,,,1.51,,,,,,33.3,10.3,,,,,,CIQUAL,Crème de marrons,8a4f7e7f50b9
9433caa5-7e49-57cd-a320-4de6918b5132,Éclair,4,,gâteaux et pâtisseries,-,,eclair,eclair,0.49,18.9,8.2,117.0,68.4,31.6,1.12,,0.34,0.066,99.7,,,1.18,3.9,14.0,107.0,24.0,11.8,11.0,0.091,0.8,0.059,117.0,5.78,66.5,0.27,12.0,92.5,0.12,48.8,0.3,1.0,2.01,17.5,,0.48,CIQUAL,Éclair,609d473f1d3f
943cd8c9-ed2e-5df9-b6b1-92573c437491,"Vitela, peito magro estufado com azeite, margarina e óleo alimentar",3,,,,,vitela peito magro estufado com azeite margarina e oleo alimentar,vitela peito magro estufado com azeite margarina e oleo alimentar,,0.4,0.1,37.0,14.0,,,,0.84,,106.0,208,867,1.4,0.2,6.3,210.0,,,20.0,,4.2,0.21,290.0,22.9,,0.21,,370.0,0.17,60.6,1.6,0.0,,,,3.6,INSA,"Vitela, peito magro estufado com azeite, margarina e óleo alimentar",92853c6e2f46
943d8271-9bee-502e-802b-dd30fa1a820e,"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",4,,substitus de produits carnés,-,,bouchees ou emince vegetal au soja et ble convient aux veganes ou vegetaliens preemballe,bouchees ou emince vegetal au soja et ble convient aux veganes ou vegetaliens preemballe,0.86,2.57,0.5,,72.0,6.76,3.29,934.0,,0.54,,,,2.8,4.86,48.7,220.0,,3.7,84.0,1.0,0.79,0.12,680.0,21.3,,0.066,,670.0,0.1,61.2,,,0.36,6.74,,2.0,CIQUAL,"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",88615ddb95f7
943df55d-b183-5724-a49d-9c3db4834b6c,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",4,,eaux,-,,eau minerale arcens embouteillee gazeuse moyennement mineralisee arcens 07,eau minerale arcens embouteillee gazeuse moyennement mineralisee arcens 07,0.0,0.0,0.0,0.0,0.9,0.0,0.17,2.4,0.0,,0.0,,,0.0006,0.0,0.0,,0.0,0.0,1.6,0.015,0.0,0.0,0.53,0.0,0.0,0.0,,25.2,0.0,99.9,0.0,0.0,0.0,,,,CIQUAL,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",d0fd69ef0f6d
94432ca7-e7ec-572f-8496-42cf72adcd26,"Pomme Chantecler, pulpe, crue",4,,fruits,fruits crus,,pomme chantecler pulpe crue,pomme chantecler pulpe crue,0.078,10.8,,54.6,4.0,11.2,,,,0.04,,,,0.06,1.9,,10.0,,,3.6,0.03,,0.039,120.0,,,,,,,86.4,2.85,,,,,0.05,CIQUAL,"Pomme Chantecler, pulpe, crue",b89684ef7dc6
94492675-c6dc-54df-bd21-6ab909a775a4,Laranja (3 variedades),3,,,,,laranja 3 variedades,laranja 3 variedades,,9.8,0.0,81.0,35.0,,,,0.0,,0.0,52,219,0.2,1.6,31.0,19.0,0.3,,11.0,,0.7,0.1,160.0,0.9,,0.08,0.3,4.0,0.08,86.6,57.0,0.0,,,,0.0,INSA,Laranja (3 variedades),e3dd930e7924
944b55fc-e8e3-5a87-9fdd-7fd135416939,Panaché (limonade et bière),4,,boisson alcoolisées,cocktails,,panache limonade et biere,panache limonade et biere,0.065,5.4,0.0,0.0,,5.63,0.17,,0.038,,0.0,,,0.058,0.0,3.23,9.95,0.87,0.0,0.36,,0.31,0.022,18.9,0.0,0.0,0.036,,2.07,0.0065,92.3,0.08,0.0,0.0,,,,CIQUAL,Panaché (limonade et bière),3ce538611bf5
9456860a-083f-5db4-b1c8-94b47be173f0,"Palet ou galette de légumes, préfrit, surgelé",4,,plats composés,plats de légumes/légumineuses,,palet ou galette de legumes prefrit surgele,palet ou galette de legumes prefrit surgele,,3.34,,,,10.7,1.52,,,,,,,,2.61,,,,5.44,,,,,,3.29,,,,351.0,,79.4,,,,,,,CIQUAL,"Palet ou galette de légumes, préfrit, surgelé",77415f10d9f4
945c1211-0086-5b2e-8ab8-1c7d40092b85,Rapadura,2,Produtos açucarados,,,,rapadura,rapadura,,,,,30,"90,8","1,1",,,"0,17",,352,1473,"4,4",,,21,,"0,1",47,"1,66",Tr,"0,04",459,"1,0",,Tr,,22,Tr,"7,1","0,17",,,,,"0,6",TACO,Rapadura,96d68425135f
9461c2ce-5fe4-5208-8e13-11cfdbdcd76e,"Feijão preto, cru, seco",3,,,,cru / seco,feijao preto cru seco,feijao preto,,4.7,32.0,12.0,110.0,,,,0.0,,0.0,318,1340,6.7,14.0,130.0,370.0,73.0,,160.0,,0.5,0.4,1530.0,22.4,,0.19,8.8,10.0,0.65,12.7,0.0,0.0,,,,2.4,INSA,"Feijão preto, cru, seco",221108674b48
9486eab8-b829-5cb6-8e3c-9487c0bb8fb4,"Boeuf, plat de côtes, cru",4,,viandes crues,bœuf et veau,cru,boeuf plat de cotes cru,boeuf plat de cotes,0.24,,,,9.0,0.0,0.68,,2.57,0.053,76.0,,,1.9,0.0,5.0,137.0,,23.7,14.0,0.011,3.72,0.25,232.0,18.4,0.0,0.12,6.68,49.0,0.071,58.2,0.0,,,,,3.08,CIQUAL,"Boeuf, plat de côtes, cru",311a3b9c8cce
949e63fa-86e6-5cce-8536-edf76dde5e91,191,1,,,,,191,191,,,,,27.0,18.9,0.7,,,0.12,,76.0,316.0,0.4,3.9,,49.0,,0.4,18.0,0.06,1e-05,1e-05,248.0,1.4,,1e-05,,2.0,0.14,78.7,27.0,,,,,0.5,TBCA,191,2fcc820fc1d9
94a86563-39df-59cb-b013-8f9c0876443d,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille",4,,biscuits sucrés,-,,gouter sec fourre sandwiche parfum lait ou vanille,gouter sec fourre sandwiche parfum lait ou vanille,0.3,34.7,32.6,,20.6,71.2,0.82,308.0,0.31,,3.1,,,,1.83,7.4,77.0,,18.6,12.9,,,,96.5,5.36,,0.06,,222.0,,2.19,,,1.1,,,,CIQUAL,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille",c25ee558d22e
94bcc521-c328-5573-8a13-beebd8d5c4af,Queijo de Castelo Branco,3,,,,,queijo de castelo branco,queijo de castelo branco,,1.8,0.0,6.0,710.0,,,,1.1,,88.0,356,1470,1.3,0.0,37.0,600.0,,,56.0,,0.8,0.09,85.0,20.8,,0.7,,660.0,0.05,43.0,0.0,0.2,,,,3.0,INSA,Queijo de Castelo Branco,526caa2e1ccc
94ccc69c-d43b-5508-af20-3a7ed828dcf0,Rebentos de soja crus,3,,,,,rebentos de soja crus,rebentos de soja crus,,3.3,2.5,6.0,50.0,,,,0.0,,0.0,98,413,1.5,1.7,166.0,120.0,1.2,,46.0,,1.33,0.17,360.0,9.2,,0.14,2.0,22.0,0.25,77.3,17.7,0.0,,,,1.1,INSA,Rebentos de soja crus,5d85f8f1b546
94de08a2-4128-58c2-b8a3-887b21dd3907,"Framboise, crue",4,,fruits,fruits crus,,framboise crue,framboise crue,0.85,5.4,,100.0,16.0,5.83,0.35,,0.0,0.04,0.0,,,0.4,4.3,38.1,29.0,,0.8,20.0,0.44,0.35,0.032,170.0,1.19,0.0,0.02,,,,86.8,18.7,0.0,0.88,5.02,,0.24,CIQUAL,"Framboise, crue",e8dac459c4a6
94f9decf-b889-5d12-a78b-9504cbe66107,246,1,,,,,246,246,,,,,21.0,22.4,0.7,,,0.11,,88.0,370.0,0.2,3.4,,34.0,,0.3,31.0,0.15,1e-05,0.09,283.0,1.5,,0.04,,1.0,0.12,75.0,35.9,,,,,0.2,TBCA,246,3464dc11507c
950bb979-2518-58a0-95a3-3b70e56315eb,"Sorbet, pot individuel",4,,sorbets,-,,sorbet pot individuel,sorbet pot individuel,,24.0,,,,27.0,0.04,,,,,,,,,,,,2.5,,,,,,,,,,16.1,,,,,,,,,CIQUAL,"Sorbet, pot individuel",79b4694815b7
9517856a-4b9d-5c88-82c7-1e1e6e47763f,"Sardine, à l'huile, appertisée, égouttée",4,,produits à base de poissons et produits de la mer,-,,sardine a l huile appertisee egouttee,sardine a l huile appertisee egouttee,0.68,0.0,0.0,0.0,333.0,0.49,2.65,477.0,13.6,0.062,59.4,,,1.97,0.0,16.0,306.0,80.1,12.0,38.5,,7.1,0.28,368.0,24.4,4.7,0.16,35.0,300.0,,60.5,0.0,7.56,1.44,0.0,,1.89,CIQUAL,"Sardine, à l'huile, appertisée, égouttée",0ecd35600e3e
9519595a-fe00-58b7-8d3f-e4d3f575bdfb,"Anchois commun, mariné, préemballé",4,,produits à base de poissons et produits de la mer,-,,anchois commun marine preemballe,anchois commun marine preemballe,0.41,0.0,0.0,0.0,120.0,2.7,8.85,5310.0,15.3,0.17,105.0,,,2.8,0.0,37.0,148.0,8.0,3.26,102.0,0.14,2.75,0.18,159.0,23.9,11.0,0.2,46.0,2230.0,,60.2,,2.4,1.1,,,1.95,CIQUAL,"Anchois commun, mariné, préemballé",a2b279bfde27
951a3119-1090-5ce2-b8c5-449f2f4f1340,"Fleur de sel, non iodée, non fluorée",4,,sels,-,,fleur de sel non iodee non fluoree,fleur de sel non iodee non fluoree,,0.0,,,171.0,0.0,97.1,58700.0,,,,,,,0.0,,,,0.0,424.0,,,,103.0,0.0,,,,37700.0,,3.75,,,,,,,CIQUAL,"Fleur de sel, non iodée, non fluorée",60528b637363
952eafd4-1708-56f5-ad5b-d3fb8cfbfe54,"Soupe à l'oignon, préemballée à réchauffer",4,,soupes,-,,soupe a l oignon preemballee a rechauffer,soupe a l oignon preemballee a rechauffer,0.0,1.5,,1.0,12.0,4.93,1.27,,0.0,0.054,0.0,,,0.27,1.34,6.0,4.0,,1.4,1.0,0.098,0.24,0.02,28.0,1.35,1.0,0.01,,315.0,0.013,92.7,0.5,0.0,0.11,0.2,,0.25,CIQUAL,"Soupe à l'oignon, préemballée à réchauffer",c98a3f1c2585
95300ef8-a8a1-52d3-a685-aa2d28d8d888,Requeijão de mistura (ovelha e cabra),3,,,,,requeijao de mistura ovelha e cabra,requeijao de mistura ovelha e cabra,,3.7,0.0,51.0,300.0,,,,0.6,,49.0,136,566,0.1,0.0,11.0,190.0,,,19.0,,1.3,0.01,150.0,7.8,,0.19,,400.0,0.02,73.1,0.0,0.1,,,,0.8,INSA,Requeijão de mistura (ovelha e cabra),c4b8c03e4cfe
95396148-6f6b-52ae-abd1-1414b865881b,"Coeur, boeuf, cuit",4,,viandes cuites,abats,,coeur boeuf cuit,coeur boeuf cuit,1.06,0.0,,0.0,5.0,0.15,0.97,,11.5,0.56,142.0,,,6.7,0.0,5.0,254.0,3.0,4.5,21.0,0.033,6.9,0.33,219.0,23.0,0.0,1.21,,59.0,0.36,,,0.1,0.29,0.5,,2.3,CIQUAL,"Coeur, boeuf, cuit",53638de93be6
953ca843-b1b4-558b-a7d8-19bdb0a469ad,"Escargot en sauce au beurre persillé, préemballé, cuit",4,,produits à base de poissons et produits de la mer,-,,escargot en sauce au beurre persille preemballe cuit,escargot en sauce au beurre persille preemballe cuit,0.25,1.02,,,,2.26,3.19,992.0,0.26,2.3,225.0,,,2.5,1.69,14.1,150.0,,23.7,35.0,0.34,0.2,0.069,89.0,12.9,131.0,0.04,,665.0,0.065,57.2,,,,10.4,,1.2,CIQUAL,"Escargot en sauce au beurre persillé, préemballé, cuit",a81400be0868
954e2569-e855-52ad-95fc-f7ebb91dfa26,"Eau minérale, gazeuse (aliment moyen)",4,,eaux,-,,eau minerale gazeuse aliment moyen,eau minerale gazeuse aliment moyen,0.0,0.0,0.0,0.0,15.9,0.0,0.12,6.89,0.0,0.00057,0.0,,,0.00058,0.0,0.0,0.0014,0.0,0.0,3.78,0.033,0.0,0.0,1.49,0.0,0.0,0.0,1.84,16.3,0.0,99.9,0.0,0.0,0.0,,,0.0036,CIQUAL,"Eau minérale, gazeuse (aliment moyen)",a5f7d4292b12
954e47ef-b63e-5697-9482-2a2f637ca519,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",4,,margarines,-,,matiere grasse vegetale type margarine a 60% de mg allegee au tournesol doux,matiere grasse vegetale type margarine a 60% de mg allegee au tournesol doux,0.015,,,528.0,3.3,,0.43,225.0,,,,,,,0.0,,4.9,,60.6,0.85,,,0.039,19.0,,,,,146.0,,39.0,,,21.4,16.2,,,CIQUAL,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",1ae452859afc
9555994f-b6cf-591f-b04b-8f27acb525eb,"Haricot beurre, cru",4,,légumes,légumes crus,cru,haricot beurre cru,haricot beurre,0.072,,,,41.0,5.6,0.63,,0.0,0.07,0.0,,,1.07,2.45,68.5,38.0,0.6,0.16,26.0,0.21,0.68,0.087,209.0,1.85,0.0,0.12,,6.0,0.08,90.1,18.7,0.0,0.45,,,0.32,CIQUAL,"Haricot beurre, cru",a03ae98366f9
9584135c-9a13-5941-9f1d-f7e1c245cf44,"Saumon, cru, élevage",4,,poissons crus,-,cru,saumon cru elevage,saumon elevage,0.95,0.0,0.0,,5.84,,1.22,73.2,3.95,,53.6,,,0.48,,20.8,181.0,8.21,12.4,27.4,,8.25,0.58,358.0,20.5,4.27,0.076,16.5,45.4,0.21,66.5,1.8,3.69,1.89,0.3,0.5,0.36,CIQUAL,"Saumon, cru, élevage",8e90c4b178fd
958da7fb-2031-5054-b323-b90fb4c9bb6a,Goraz no forno,3,,,,,goraz no forno,goraz no forno,,0.6,0.0,1.0,14.0,,,,0.99,,36.0,110,462,0.6,0.3,18.0,260.0,,,37.0,,2.7,0.44,410.0,18.7,,0.07,,410.0,0.07,73.7,4.6,15.0,,,,0.8,INSA,Goraz no forno,4264f9236322
959912a6-7d10-5dd3-bbbe-2ba815d2033c,"Biscuit sec chocolaté, type galette",4,,biscuits sucrés,-,,biscuit sec chocolate type galette,biscuit sec chocolate type galette,,28.2,34.0,,,63.7,0.89,,,,,,,3.97,3.01,79.0,171.0,,23.5,60.5,,6.0,1.0,,6.84,,0.7,,261.0,0.6,,,,4.0,,,,CIQUAL,"Biscuit sec chocolaté, type galette",a5f741489130
95a11f8f-fe2b-5ec9-a438-39e02ccc7e3b,Moussaka,4,,plats composés,plats de viande et légumes/légumineuses,,moussaka,moussaka,0.33,3.01,0.9,150.0,16.0,5.16,1.74,,0.6,0.06,31.0,,,0.62,2.84,10.0,150.0,5.2,10.8,22.0,0.06,1.3,0.09,576.0,5.82,37.0,0.11,1.4,393.0,0.06,76.0,3.1,0.2,0.46,,,0.47,CIQUAL,Moussaka,87447e505716
95a3c55c-62e3-5409-a809-854ac47db5c6,Espargos cozidos,3,,,,,espargos cozidos,espargos cozidos,,2.1,0.1,95.0,21.0,,,,0.0,,0.0,16,69,0.6,1.8,155.0,47.0,6.5,,16.0,,0.8,0.07,220.0,1.0,,0.02,3.1,98.0,0.04,94.7,8.0,0.0,,,,0.2,INSA,Espargos cozidos,59598e0033dd
95a5b258-7736-5855-bec8-4185676083da,"Frango, perna sem pele, cozida",3,,,,cozida,frango perna sem pele cozida,frango perna sem pele,,0.0,0.0,0.0,23.0,,,,0.85,,135.0,147,621,1.6,0.0,7.7,190.0,2.4,,24.0,,5.0,0.2,310.0,31.5,,0.29,,250.0,0.1,64.6,0.0,0.2,,,,1.6,INSA,"Frango, perna sem pele, cozida",c32733174e7d
95ab3ea8-1574-5ae3-b609-35ce37d5eaa3,"Chou chinois (pak-choi ou pé-tsai), cuit",4,,légumes,légumes cuits,,chou chinois pak-choi ou pe-tsai cuit,chou chinois pak-choi ou pe-tsai cuit,0.08,0.75,,2550.0,62.5,0.75,0.82,,0.0,0.024,0.0,,,0.67,1.35,47.0,34.0,,0.17,10.5,0.15,0.46,0.17,298.0,1.53,0.0,0.054,,21.5,0.038,95.4,20.9,0.0,0.09,34.0,,0.18,CIQUAL,"Chou chinois (pak-choi ou pé-tsai), cuit",89ef0b273494
95b0a6b1-eed0-588d-9877-006ffa40ff72,"Agrião, cru",2,"Verduras, hortaliças e derivados",,,cru,agriao cru,agriao,,0.4,0.0,1950.0,133,"2,3","0,9",,0.0,"0,10",0.0,17,69,"3,1","2,1",200.0,51,,"0,2",18,"0,28","1,19","0,09",218,"2,7",,"0,23",,7,"0,11","93,9","0,10",0.0,,,,"0,7",TACO|INSA,"Agrião, cru|Agrião cru",e5a6035c2328
95ba6fd3-7e26-548b-9da7-e810b34ba7e1,"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)",4,,viandes cuites,agneau et mouton,,agneau cote ou cotelette grillee/poelee aliment moyen,agneau cote ou cotelette grillee/poelee aliment moyen,0.62,,,,,0.0,,,1.22,,86.0,,,1.27,0.0,,,,5.78,,,6.72,0.3,,26.3,,,10.1,,0.1,67.7,,,0.16,,,3.55,CIQUAL,"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)",71f9a03560fc
95c09547-f6e0-53d4-b5a6-d228833e116f,Sidra (vinho de maçã),3,,,,,sidra vinho de maca,sidra vinho de maca,,2.3,0.0,0.0,14.0,,,,0.0,,0.0,48,199,0.9,0.0,0.0,4.0,,,3.0,,0.0,0.01,72.0,0.0,,0.01,,7.0,0.01,92.0,0.0,0.0,,,,0.0,INSA,Sidra (vinho de maçã),1fe956ad2cdc
95c5157c-a932-5a20-88e6-daf1dd816cba,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)",4,,laits et boissons infantiles,-,,lait 1er age pret a consommer preparation pour nourrissons,lait 1er age pret a consommer preparation pour nourrissons,0.52,6.72,,,59.6,8.04,0.34,49.5,0.17,0.055,2.33,,,0.64,,19.3,41.0,,3.79,9.05,0.016,0.74,0.065,78.4,1.19,59.9,0.17,2.14,16.0,0.074,86.3,3.18,1.08,1.68,,,0.67,CIQUAL,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)",4072e84c9acd
95c89db0-db85-5a8d-9420-be7ef7712d13,"Pâtes sèches, sans gluten, cuites, non salées",4,,"pâtes, riz et céréales","pâtes, riz et céréales cuits",,pates seches sans gluten cuites non salees,pates seches sans gluten cuites non salees,0.17,0.49,34.0,,9.6,34.4,0.26,13.3,0.09,0.07,7.08,,,0.48,1.0,12.7,62.0,,1.1,23.0,0.34,0.15,0.019,32.0,3.25,,,,5.9,0.04,60.1,,,,,,0.46,CIQUAL,"Pâtes sèches, sans gluten, cuites, non salées",7b0b9082ac30
95c986bd-b120-5c0e-8572-2f9a7b0536d4,"Matière grasse végétale (type margarine) à 80% MG, salée",4,,margarines,-,,matiere grasse vegetale type margarine a 80% mg salee,matiere grasse vegetale type margarine a 80% mg salee,,,,,,,1.78,,,,,,,,0.0,,,,80.0,,,,,,,,,,710.0,,,,10.0,,,,,CIQUAL,"Matière grasse végétale (type margarine) à 80% MG, salée",bee4765625c6
95d5133a-34ae-5ed6-9019-d7f85d310f14,"Croquete, de carne, frito",2,Carnes e derivados,,,frito,croquete de carne frito,croquete de carne,,,,,18,"18,1","3,1",,,"0,09",38,347,1451,"2,3",,,176,,"22,7",30,"0,39","4,77",Tr,313,"16,9",Tr,"0,04",,916,"0,14","39,2","0,09",,,,,"3,3",TACO,"Croquete, de carne, frito",14f57d506e4b
95d64ec0-c094-5fe9-91eb-5f059dfd5f82,"Chicorée verte, crue",4,,légumes,légumes crus,,chicoree verte crue,chicoree verte crue,,0.5,,3250.0,82.5,0.5,0.69,,,0.06,0.0,,,4.15,1.0,29.0,45.0,,0.5,17.0,0.3,0.3,0.02,498.0,1.9,0.0,0.53,,16.5,0.06,91.2,46.0,0.0,0.57,,,0.32,CIQUAL,"Chicorée verte, crue",c69081bf617d
95e0860b-cb62-556b-92b5-0c07a51f13d4,Farine de blé tendre ou froment T45 (pour pâtisserie),4,,,,,farine de ble tendre ou froment t45 pour patisserie,farine de ble tendre ou froment t45 pour patisserie,0.84,0.41,69.3,,17.4,75.9,0.48,61.0,0.0,0.13,0.0,,,1.18,2.5,18.0,117.0,,0.82,25.0,0.51,0.89,0.06,155.0,9.94,0.0,0.031,2.76,39.0,0.12,11.3,0.0,0.0,0.43,0.0,,0.76,CIQUAL,Farine de blé tendre ou froment T45 (pour pâtisserie),cf17bfe940b8
95f37f8b-2920-55b7-a120-0a469ab4d2cd,81,1,,,,,81,81,,,,,258.0,5.2,1.4,,,0.15,,29.0,122.0,1.3,4.1,,50.0,,0.5,84.0,0.15,1e-05,0.56,261.0,2.7,,0.12,,5.0,1e-05,90.2,1e-05,,,,,0.7,TBCA,81,1d513c0bcbe3
95f5aa99-fdf6-5e14-8024-dd011a0bd09e,233,1,,,,,233,233,,,,,5.0,9.6,0.5,,,0.05,,39.0,162.0,0.3,0.5,,15.0,,0.2,10.0,0.07,1e-05,0.06,228.0,0.8,,0.09,,8.0,1e-05,88.9,7.3,,,,,0.2,TBCA,233,52fdb9f68c50
960a1267-0b6e-5257-aa34-d75d367e5630,330,1,,,,,330,330,,,,,22.0,9.8,2.4,,,0.15,34.0,189.0,792.0,1.6,,,145.0,,11.2,24.0,0.17,2.2,1e-05,328.0,12.3,1e-05,0.04,,621.0,0.11,64.3,,,,,,2.3,TBCA,330,a609bb8ab05a
96149126-479f-571d-b37e-cfce96058d93,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",4,,biscuits sucrés,-,,biscuit sec croquant ex tuile sans chocolat allege en matiere grasse,biscuit sec croquant ex tuile sans chocolat allege en matiere grasse,0.67,29.4,24.4,,199.0,80.1,1.5,279.0,0.97,,40.0,,,,2.5,11.7,239.0,,8.8,25.5,,,,211.0,5.63,,0.11,,311.0,0.17,1.5,,,2.07,,,,CIQUAL,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",1a9527ae5b71
