uid,__fonte,nome_original,nome_canonico,chave_strict,chave_loose,preparo_detectado,grupo,subgrupo,subgrupo_n3
4f17c66a-693d-5c18-b3a6-da8f2f584653,CIQUAL,"Corégone lavaret, cru","Corégone lavaret, cru",coregone lavaret cru,coregone lavaret,cru,,poissons crus,-
4f1d167d-27e3-53fa-b515-ff2872b6ac9e,CIQUAL,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,fromage a pate molle et croute mixte lavee et fleurie coloree,fromage a pate molle et croute mixte lavee et fleurie coloree,,,fromages et assimilés,fromages à pâte molle
4f1de1dd-a206-5889-9d83-80f8ec2058d4,INSA,"Iogurte sem lactose meio gordo, aromatizado, com frutos secos e cereais, açucarado","Iogurte sem lactose meio gordo, aromatizado, com frutos secos e cereais, açucarado",iogurte sem lactose meio gordo aromatizado com frutos secos e cereais acucarado,iogurte sem lactose meio gordo aromatizado com frutos secos e cereais acucarado,,,,
4f201309-9e1c-5a1f-938b-391d11dba84a,CIQUAL,"Bouillon de volaille, déshydraté","Bouillon de volaille, déshydraté",bouillon de volaille deshydrate,bouillon de volaille deshydrate,,,aides culinaires,-
4f2418a7-4e02-5ad2-b5f2-4b943f53ac5a,CIQUAL,Barre chocolatée aux fruits secs,Barre chocolatée aux fruits secs,barre chocolatee aux fruits secs,barre chocolatee aux fruits secs,,,chocolats et produits à base de chocolat,-
4f26c6bf-13d5-5826-8c21-1fd15b14ff80,CIQUAL,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)","Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",eau minerale chantemerle embouteillee non gazeuse faiblement mineralisee le pestrin 07,eau minerale chantemerle embouteillee non gazeuse faiblement mineralisee le pestrin 07,,,eaux,-
4f2affd0-7870-5c78-b051-f664caf5a8e8,TBCA,517,517,517,517,,,,
4f589761-d012-5b2c-ab70-b0b77fdda639,TACO,"Carne, bovina, charque, cozido","Carne, bovina, charque, cozido",carne bovina charque cozido,carne bovina charque,cozido,Carnes e derivados,,
4f622f83-05a3-532e-91ca-619d53381d75,INSA,"Vaca, rim cru","Vaca, rim cru",vaca rim cru,vaca rim,cru,,,
4f6692bf-5b4b-5f48-a19d-e5b3e6a83f26,INSA,Salsicha fresca estufada com couve e azeite,Salsicha fresca estufada com couve e azeite,salsicha fresca estufada com couve e azeite,salsicha fresca estufada com couve e azeite,,,,
4f845d04-8613-5bdd-8dfe-e103479ec645,TACO,Sarapatel,Sarapatel,sarapatel,sarapatel,,Alimentos preparados,,
4f9bbe94-541e-5ee2-8bca-74914dfbcc79,CIQUAL,"Châtaigne, bouillie/cuite à l'eau","Châtaigne, bouillie/cuite à l'eau",chataigne bouillie/cuite a l eau,chataigne bouillie/cuite a l eau,,,fruits à coque et graines oléagineuses,-
4f9d6cc2-d89f-5de9-93fd-9f3bfde07143,CIQUAL,"Foie, génisse, cru","Foie, génisse, cru",foie genisse cru,foie genisse,cru,,viandes crues,abats
4fa6ecc6-7695-50f2-8661-b7c107e7c3b6,CIQUAL,Saucisse de foie,Saucisse de foie,saucisse de foie,saucisse de foie,,,charcuteries et assimilés,saucisses et assimilés
4fbb2dd8-13ae-5abc-9e41-9bdff3474254,CIQUAL,Couscous au poulet,Couscous au poulet,couscous au poulet,couscous au poulet,,,plats composés,plats de viande et féculents
4fd7dea4-6d48-59f2-b863-cfb7a77298a6,CIQUAL,Croque-madame,Croque-madame,croque-madame,croque-madame,,,sandwichs,-
4fda51ac-d8e8-55ce-bcb8-6b2feb4388fd,CIQUAL,"Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau","Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau",boisson preparee a partir de boisson concentree a diluer non sucree avec edulcorants type sirop 0% diluee dans l eau,boisson preparee a partir de boisson concentree a diluer non sucree avec edulcorants type sirop 0% diluee dans l eau,,,boissons sans alcool,boissons rafraîchissantes sans alcool
4fe6279b-8272-58c2-8bff-4fad70a6aba7,CIQUAL,"Poivron vert, sauté/poêlé sans matière grasse","Poivron vert, sauté/poêlé sans matière grasse",poivron vert saute/poele sans matiere grasse,poivron vert saute/poele sans matiere grasse,,,légumes,légumes cuits
50072f4d-b290-5989-906d-ce62f3a6e705,CIQUAL,"Ketchup allégé en sucres, préemballé","Ketchup allégé en sucres, préemballé",ketchup allege en sucres preemballe,ketchup allege en sucres preemballe,,,sauces,sauces condimentaires
5011757f-0ce6-5f70-9e86-b9e2dc8c89eb,CIQUAL,"Tomate côtelée ou coeur de boeuf, crue","Tomate côtelée ou coeur de boeuf, crue",tomate cotelee ou coeur de boeuf crue,tomate cotelee ou coeur de boeuf crue,,,légumes,légumes crus
50135e36-18f0-5176-8419-06d37013a38d,INSA,"Porco, entrecosto cru","Porco, entrecosto cru",porco entrecosto cru,porco entrecosto,cru,,,
5016aa9d-516b-5e4b-b464-348476da838e,CIQUAL,"Jambonneau, cuit","Jambonneau, cuit",jambonneau cuit,jambonneau cuit,,,charcuteries et assimilés,jambons cuits
50187dba-1be1-5deb-9ca0-988af52d5d88,INSA,"Margarina vegetal culinária, com alho e sal","Margarina vegetal culinária, com alho e sal",margarina vegetal culinaria com alho e sal,margarina vegetal culinaria com alho e sal,,,,
501f99d0-391a-552c-989f-e72168beaa5d,TACO,"Atum, fresco, cru","Atum, fresco, cru",atum fresco cru,atum fresco,cru,Pescados e frutos do mar,,
501f99d0-391a-552c-989f-e72168beaa5d,INSA,Atum fresco cru,Atum fresco cru,atum fresco cru,atum fresco,cru,,,
5022d051-85ad-5946-bff8-4bcc4952eaff,CIQUAL,"Orange amère, pulpe, crue, prélevée à la Martinique","Orange amère, pulpe, crue, prélevée à la Martinique",orange amere pulpe crue prelevee a la martinique,orange amere pulpe crue prelevee a la martinique,,,fruits,fruits et leurs produits de la Martinique
50256b8a-8386-5cae-9e9c-6c1df23962ea,CIQUAL,"Dorade royale, ou daurade ou vraie daurade, crue, sauvage","Dorade royale, ou daurade ou vraie daurade, crue, sauvage",dorade royale ou daurade ou vraie daurade crue sauvage,dorade royale ou daurade ou vraie daurade crue sauvage,,,poissons crus,-
502ba7b7-14fa-5293-a561-c505ec30e0e1,INSA,"Pizza de queijo, tomate e fiambre","Pizza de queijo, tomate e fiambre",pizza de queijo tomate e fiambre,pizza de queijo tomate e fiambre,,,,
503d754d-03e6-57b9-9046-2a10c88cfd85,CIQUAL,"Pastèque, pulpe, crue, prélevée à la Martinique","Pastèque, pulpe, crue, prélevée à la Martinique",pasteque pulpe crue prelevee a la martinique,pasteque pulpe crue prelevee a la martinique,,,fruits,fruits et leurs produits de la Martinique
5046126d-b172-57de-87f8-3e5c311ab331,INSA,"Frango, perna sem pele, estufada sem molho","Frango, perna sem pele, estufada sem molho",frango perna sem pele estufada sem molho,frango perna sem pele estufada sem molho,,,,
504e7a83-ed0e-573f-8036-6137ca1e9db3,CIQUAL,"Christophine à peau blanche, pulpe, cuite à la vapeur, prélevée à la Martinique","Christophine à peau blanche, pulpe, cuite à la vapeur, prélevée à la Martinique",christophine a peau blanche pulpe cuite a la vapeur prelevee a la martinique,christophine a peau blanche pulpe cuite a la vapeur prelevee a la martinique,,,légumes,légumes et leurs produits de la Martinique
50503d67-d74a-56d2-aa3b-1f188d5a6256,CIQUAL,"Chou rouge, cru","Chou rouge, cru",chou rouge cru,chou rouge,cru,,légumes,légumes crus
505a69de-cd75-5207-b6ca-9495d5d20c44,CIQUAL,"Boeuf, queue, crue","Boeuf, queue, crue",boeuf queue crue,boeuf queue crue,,,viandes crues,bœuf et veau
505b2daf-4d84-574f-8c83-6740e8bc6e13,CIQUAL,"Chicorée rouge, crue","Chicorée rouge, crue",chicoree rouge crue,chicoree rouge crue,,,légumes,légumes crus
5061d12f-dc4e-50f7-99e5-7e8e563150f2,INSA,"Carneiro, perna magra, estufada com azeite e margarina","Carneiro, perna magra, estufada com azeite e margarina",carneiro perna magra estufada com azeite e margarina,carneiro perna magra estufada com azeite e margarina,,,,
506caedc-d4f2-57fa-8904-b5f36c0bbcaf,CIQUAL,"Clémentine ou Mandarine, pulpe, crue","Clémentine ou Mandarine, pulpe, crue",clementine ou mandarine pulpe crue,clementine ou mandarine pulpe crue,,,fruits,fruits crus
50a1e761-9fc9-585c-aef6-9cd4aa7e8d75,INSA,"Vinho maduro branco, teor alcoólico <12,5% vol.","Vinho maduro branco, teor alcoólico <12,5% vol.",vinho maduro branco teor alcoolico 12 5% vol,vinho maduro branco teor alcoolico 12 5% vol,,,,
50a1e761-9fc9-585c-aef6-9cd4aa7e8d75,INSA,"Vinho maduro branco, teor alcoólico ≥12,5% vol.","Vinho maduro branco, teor alcoólico ≥12,5% vol.",vinho maduro branco teor alcoolico 12 5% vol,vinho maduro branco teor alcoolico 12 5% vol,,,,
50a33b97-730b-5651-abe6-f05b65dc0bc3,INSA,Molho de lombo de porco frito com margarina,Molho de lombo de porco frito com margarina,molho de lombo de porco frito com margarina,molho de lombo de porco com margarina,frito,,,
50ab2a9c-27e5-583e-aa1b-b8c18a4567d0,CIQUAL,"Oie, viande et peau, crue","Oie, viande et peau, crue",oie viande et peau crue,oie viande et peau crue,,,viandes crues,autres viandes
50b1f73b-40e6-5ec7-8fd3-daa7bfcb00a9,CIQUAL,"Risotto, aux fruits de mer, préemballé","Risotto, aux fruits de mer, préemballé",risotto aux fruits de mer preemballe,risotto aux fruits de mer preemballe,,,plats composés,plats de céréales/pâtes
50b66a2b-37f4-5898-bed4-bcb2e1f6173f,CIQUAL,"Pistache, grillée","Pistache, grillée",pistache grillee,pistache grillee,,,fruits à coque et graines oléagineuses,-
50b99a8c-4089-55eb-89cf-cd50bd1a30bf,TACO,"Pimentão, amarelo, cru","Pimentão, amarelo, cru",pimentao amarelo cru,pimentao amarelo,cru,"Verduras, hortaliças e derivados",,
50bc3198-60ee-5b3e-b126-4489682a6594,CIQUAL,"Boeuf, rond de gîte, cru","Boeuf, rond de gîte, cru",boeuf rond de gite cru,boeuf rond de gite,cru,,viandes crues,bœuf et veau
50c1b981-488b-5650-afc8-f01f4e153c17,INSA,Vaca meio gorda estufada,Vaca meio gorda estufada,vaca meio gorda estufada,vaca meio gorda estufada,,,,
50cf6080-d67d-5d3d-9165-55b5a9e852da,CIQUAL,Macaron moelleux fourré à la confiture ou à la crème,Macaron moelleux fourré à la confiture ou à la crème,macaron moelleux fourre a la confiture ou a la creme,macaron moelleux fourre a la confiture ou a la creme,,,gâteaux et pâtisseries,-
50d7072d-48cf-5911-a774-152a5e40e900,CIQUAL,"Pâtes sèches, au blé complet, cuites, non salées","Pâtes sèches, au blé complet, cuites, non salées",pates seches au ble complet cuites non salees,pates seches au ble complet cuites non salees,,,"pâtes, riz et céréales","pâtes, riz et céréales cuits"
50db2d3f-f06f-5acc-b3dd-9b1bfa9c1020,INSA,Massa para lasanha cozida,Massa para lasanha cozida,massa para lasanha cozida,massa para lasanha,cozida,,,
50dc6242-f006-5ae0-b2e2-4ffe0ee6df71,CIQUAL,"Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique","Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique",patate douce pulpe cuite a la vapeur prelevee a la martinique,patate douce pulpe cuite a la vapeur prelevee a la martinique,,,légumes,légumes et leurs produits de la Martinique
50dd70ea-e924-5671-b98f-a389db141089,INSA,Lichia fresca,Lichia fresca,lichia fresca,lichia fresca,,,,
50e6883a-5a8b-5363-b4e7-a31f65ecc4f6,CIQUAL,"Radis rouge, cru","Radis rouge, cru",radis rouge cru,radis rouge,cru,,légumes,légumes crus
5105d101-2690-5e9b-a171-a26ded23c734,CIQUAL,Crème de cassis,Crème de cassis,creme de cassis,creme de cassis,,,boisson alcoolisées,liqueurs et alcools
5105dc9d-79ea-58d2-8589-ec77314f480a,TBCA,268,268,268,268,,,,
510ab98d-6a23-568e-a703-cd9e01a92e0a,INSA,Queijo Serpa,Queijo Serpa,queijo serpa,queijo serpa,,,,
511183b8-9e8d-5b2e-b11d-e7417510c4f1,CIQUAL,Bûche de Noël pâtissière,Bûche de Noël pâtissière,buche de noel patissiere,buche de noel patissiere,,,gâteaux et pâtisseries,-
51188241-93c8-52d4-927c-04194a45ced6,CIQUAL,"Biscuit sec aux fruits hyposodé, sans sucres ajoutés","Biscuit sec aux fruits hyposodé, sans sucres ajoutés",biscuit sec aux fruits hyposode sans sucres ajoutes,biscuit sec aux fruits hyposode sans sucres ajoutes,,,biscuits sucrés,-
5131c74d-f2e7-51d5-9383-36a7e311d8bd,CIQUAL,"Mérou, cru","Mérou, cru",merou cru,merou,cru,,poissons crus,-
513259f4-fac5-5c83-8853-57c9f3c736b8,CIQUAL,"Maïs doux, appertisé, égoutté","Maïs doux, appertisé, égoutté",mais doux appertise egoutte,mais doux appertise egoutte,,,légumes,légumes cuits
514a6b72-13a1-5bdf-a47d-2d0120bbe235,INSA,Pescada do Chile crua,Pescada do Chile crua,pescada do chile crua,pescada do chile,crua,,,
51541061-0330-58d4-b544-048d59dc066d,CIQUAL,"Galette de céréales au fromage (sans soja), préemballé","Galette de céréales au fromage (sans soja), préemballé",galette de cereales au fromage sans soja preemballe,galette de cereales au fromage sans soja preemballe,,,plats composés,plats végétariens
51555ee5-21b7-50ec-a7b2-6d5bac2d9d52,INSA,Faneca crua,Faneca crua,faneca crua,faneca,crua,,,
516356a2-0a08-5fda-91ce-5f700fe7881a,INSA,Bolacha aveia,Bolacha aveia,bolacha aveia,bolacha aveia,,,,
5170a90d-f739-54a0-9f26-7f6272c80344,INSA,Sardinha meio gorda frita,Sardinha meio gorda frita,sardinha meio gorda frita,sardinha meio gorda,frita,,,
51724ebb-3a0e-5ee1-9153-0be80ee6cce2,CIQUAL,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)","Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",eau minerale spa-reine embouteillee gazeuse ou non non gazeuse moyennement mineralisee belgique,eau minerale spa-reine embouteillee gazeuse ou non non gazeuse moyennement mineralisee belgique,,,eaux,-
5180a32e-587b-5de2-9f3b-5cc0b14540b9,CIQUAL,"Haricot de Lima, cru","Haricot de Lima, cru",haricot de lima cru,haricot de lima,cru,,légumes,légumes crus
51855a82-aa96-51ad-b0d0-150b0a5fc42d,CIQUAL,"Gaufrette fourrée chocolat, préemballée","Gaufrette fourrée chocolat, préemballée",gaufrette fourree chocolat preemballee,gaufrette fourree chocolat preemballee,,,biscuits sucrés,-
5186c1b5-c966-5f0d-ad3f-af6b08176046,CIQUAL,"Agneau, côte ou côtelette, cuite (aliment moyen)","Agneau, côte ou côtelette, cuite (aliment moyen)",agneau cote ou cotelette cuite aliment moyen,agneau cote ou cotelette cuite aliment moyen,,,viandes cuites,agneau et mouton
51c18612-1d40-51d0-a512-55bdc60537f0,TACO,"Pinha, crua","Pinha, crua",pinha crua,pinha,crua,Frutas e derivados,,
51e1d71b-ea9a-5ef9-9409-5735461b5dcd,CIQUAL,"Boeuf, côte, crue","Boeuf, côte, crue",boeuf cote crue,boeuf cote crue,,,viandes crues,bœuf et veau
51eea79d-b69f-5751-ae6c-03975442865e,CIQUAL,Huile de saumon,Huile de saumon,huile de saumon,huile de saumon,,,huiles de poissons,-
51f0de56-e634-5ec1-a743-76bfaecb69f6,CIQUAL,"Tisane infusée, non sucrée","Tisane infusée, non sucrée",tisane infusee non sucree,tisane infusee non sucree,,,boissons sans alcool,"café, thé, cacao etc. prêts à consommer"
51f42a07-e71d-5aa7-bb8c-78c13a940608,TACO,"Feijão, roxo, cru","Feijão, roxo, cru",feijao roxo cru,feijao roxo,cru,Leguminosas e derivados,,
51fc4830-e407-588b-aa8b-b91ea37b476e,CIQUAL,Corne de gazelle (pâtisserie orientale aux amandes et sirop),Corne de gazelle (pâtisserie orientale aux amandes et sirop),corne de gazelle patisserie orientale aux amandes et sirop,corne de gazelle patisserie orientale aux amandes et sirop,,,gâteaux et pâtisseries,-
5204250d-2f57-5df8-89d8-1576a6bc3d31,TBCA,474,474,474,474,,,,
520ecfa4-7b9f-54df-a363-6690fbe8d9b4,CIQUAL,"Café, non instantané, non sucré, prêt à boire","Café, non instantané, non sucré, prêt à boire",cafe non instantane non sucre pret a boire,cafe non instantane non sucre pret a boire,,,boissons sans alcool,"café, thé, cacao etc. prêts à consommer"
52125c9c-1515-54fc-9b4c-8c224329fd18,CIQUAL,"Boeuf, entrecôte, crue","Boeuf, entrecôte, crue",boeuf entrecote crue,boeuf entrecote crue,,,viandes crues,bœuf et veau
521f6215-386c-5c56-9819-b446023fe22a,TACO,"Baião de dois, arroz e feijão-de-corda","Baião de dois, arroz e feijão-de-corda",baiao de dois arroz e feijao-de-corda,baiao de dois arroz e feijao-de-corda,,Alimentos preparados,,
5222b8ae-3943-5533-82ac-d1adbe4115a5,CIQUAL,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel","Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",matiere grasse vegetale type margarine a 50-63% mg allegee demi-sel,matiere grasse vegetale type margarine a 50-63% mg allegee demi-sel,,,margarines,-
52298d15-72eb-5b9b-a5e5-6e9131b675ca,INSA,Alcachofra crua,Alcachofra crua,alcachofra crua,alcachofra,crua,,,
5251d362-94d4-5f39-be76-0f2c9eee549a,TACO,"Palmito, juçara, em conserva","Palmito, juçara, em conserva",palmito jucara em conserva,palmito jucara em conserva,,"Verduras, hortaliças e derivados",,
52714591-aac7-59f9-945c-9513f56cadd5,TBCA,60,60,60,60,,,,
5278707e-db7f-55e5-a11b-9b18a1254c6b,INSA,"Vaca, bife frito, sem molho (valor médio de acém, alcatra e lombo)","Vaca, bife frito, sem molho (valor médio de acém, alcatra e lombo)",vaca bife frito sem molho valor medio de acem alcatra e lombo,vaca bife sem molho valor medio de acem alcatra e lombo,frito,,,
5287b6d8-01c0-539c-bd5e-9e6d60e0defb,TACO,"Frango, inteiro, com pele, cru","Frango, inteiro, com pele, cru",frango inteiro com pele cru,frango inteiro com pele,cru,Carnes e derivados,,
5287b6d8-01c0-539c-bd5e-9e6d60e0defb,INSA,"Frango inteiro com pele, cru","Frango inteiro com pele, cru",frango inteiro com pele cru,frango inteiro com pele,cru,,,
52892b3f-627a-5501-b537-3df6b63bd140,INSA,Chamuça,Chamuça,chamuca,chamuca,,,,
528fc6cf-990a-5e5d-8732-84d6a2bcc2ec,TACO,"Chá, preto, infusão 5%","Chá, preto, infusão 5%",cha preto infusao 5%,cha preto infusao 5%,,Bebidas (alcoólicas e não alcoólicas),,
529a3319-6f9e-51b6-840f-9844e9c5b7f1,CIQUAL,Ossau-Iraty,Ossau-Iraty,ossau-iraty,ossau-iraty,,,fromages et assimilés,fromages à pâte pressée
529a913a-bf94-5398-b29b-6cb7d11de911,INSA,Manjericão fresco,Manjericão fresco,manjericao fresco,manjericao fresco,,,,
52a546e1-2d3b-5fb1-b0cb-6b1b8ff4e505,CIQUAL,"Tomate, entière, crue, prélevée à la Martinique","Tomate, entière, crue, prélevée à la Martinique",tomate entiere crue prelevee a la martinique,tomate entiere crue prelevee a la martinique,,,légumes,légumes et leurs produits de la Martinique
52a75cdd-8448-5908-ad98-2e0bade27ef1,TBCA,403,403,403,403,,,,
52c7397e-2151-5d08-b625-8875d753456d,INSA,"Pargo legítimo assado com cebola, tomate e azeite","Pargo legítimo assado com cebola, tomate e azeite",pargo legitimo assado com cebola tomate e azeite,pargo legitimo com cebola tomate e azeite,assado,,,
52d36197-4816-51c2-843a-3ac1aefb5bc3,INSA,Fiambre de aves,Fiambre de aves,fiambre de aves,fiambre de aves,,,,
52d568b9-acc1-52e5-82b2-0c78a9342046,CIQUAL,"Poivron, vert, jaune ou rouge, cru","Poivron, vert, jaune ou rouge, cru",poivron vert jaune ou rouge cru,poivron vert jaune ou rouge,cru,,légumes,légumes crus
52d8a0e3-806e-5740-be61-956c755367f4,CIQUAL,"Asperge, bouillie/cuite à l'eau","Asperge, bouillie/cuite à l'eau",asperge bouillie/cuite a l eau,asperge bouillie/cuite a l eau,,,légumes,légumes cuits
52ea862c-15d5-5a53-80d9-947dda9059cd,CIQUAL,"Biscuit sec chocolaté, préemballé","Biscuit sec chocolaté, préemballé",biscuit sec chocolate preemballe,biscuit sec chocolate preemballe,,,biscuits sucrés,-
52eded0f-c053-5477-961e-44ffc24e5d69,CIQUAL,"Julienne ou Lingue, crue","Julienne ou Lingue, crue",julienne ou lingue crue,julienne ou lingue crue,,,poissons crus,-
52f1d0a9-d133-50ff-b314-9b06aa0aeeb1,TBCA,543,543,543,543,,,,
52f74d8c-ea79-5d34-892d-4b8cfd5f5bbe,CIQUAL,"Dinde, viande, crue","Dinde, viande, crue",dinde viande crue,dinde viande crue,,,viandes crues,dinde
52fa33b2-13d9-558a-945e-97db75b3af55,CIQUAL,"Tomate grappe, crue","Tomate grappe, crue",tomate grappe crue,tomate grappe crue,,,légumes,légumes crus
53001fbe-05dd-5d9c-8537-44a2b39e646e,INSA,"Iogurte sem lactose enriquecido em proteína, magro, aromatizado, com pedaços e/ou polpa de fruta, açucarado","Iogurte sem lactose enriquecido em proteína, magro, aromatizado, com pedaços e/ou polpa de fruta, açucarado",iogurte sem lactose enriquecido em proteina magro aromatizado com pedacos e/ou polpa de fruta acucarado,iogurte sem lactose enriquecido em proteina magro aromatizado com pedacos e/ou polpa de fruta acucarado,,,,
53028d39-062c-52be-bcc5-479dd1bc2310,CIQUAL,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei","Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei",boisson lactee lait fermente ou yaourt a boire aromatise sucre au l casei,boisson lactee lait fermente ou yaourt a boire aromatise sucre au l casei,,,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt
532cbda7-a5d5-53ca-93fd-c9411e47369b,CIQUAL,"Estragon, frais","Estragon, frais",estragon frais,estragon frais,,,herbes,herbes fraîches
5338126b-60d2-5a67-a28b-1d8085152fc2,TBCA,368,368,368,368,,,,
534f97f4-4313-5f08-bd45-aca7bcc9dd86,TBCA,225,225,225,225,,,,
535542f0-e0db-554c-8b3f-a52923ee7338,INSA,Pescada frita (valor médio),Pescada frita (valor médio),pescada frita valor medio,pescada valor medio,frita,,,
535dd06b-dbac-5078-acc0-7c8794004115,INSA,"Cereal de pequeno almoço à base de farelo de trigo (tipo ""All-Bran"")","Cereal de pequeno almoço à base de farelo de trigo (tipo ""All-Bran"")",cereal de pequeno almoco a base de farelo de trigo tipo all-bran,cereal de pequeno almoco a base de farelo de trigo tipo all-bran,,,,
535f1e05-bee6-5136-81c1-d4d24bbfeb79,INSA,Licor beneditino,Licor beneditino,licor beneditino,licor beneditino,,,,
5361168c-2001-5341-84a3-f0eae560eef6,INSA,Leite evaporado,Leite evaporado,leite evaporado,leite evaporado,,,,
536dba0a-280a-5921-9a81-31aaa3d49c8a,CIQUAL,"Coquille Saint-Jacques, noix, crue","Coquille Saint-Jacques, noix, crue",coquille saint-jacques noix crue,coquille saint-jacques noix crue,,,mollusques et crustacés crus,-
5378c2a3-9c2f-558f-9af2-6025a8d513ae,INSA,"Bebida vegetal à base de aveia, 0% de açúcar (alternativa ao leite)","Bebida vegetal à base de aveia, 0% de açúcar (alternativa ao leite)",bebida vegetal a base de aveia 0% de acucar alternativa ao leite,bebida vegetal a base de aveia 0% de acucar alternativa ao leite,,,,
538d3e14-5057-5fe8-9487-45e0447f1bab,CIQUAL,"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)","Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)",pates fraiches farcies ex raviolis tortellinis cuites aliment moyen,pates fraiches farcies ex raviolis tortellinis cuites aliment moyen,,,plats composés,plats de céréales/pâtes
53905397-9086-5681-8202-f0487f4d9096,CIQUAL,Moules marinières (oignons et vin blanc),Moules marinières (oignons et vin blanc),moules marinieres oignons et vin blanc,moules marinieres oignons et vin blanc,,,plats composés,plats de poisson sans garniture
53946e72-8656-5a9d-b806-e21033394782,CIQUAL,"Tourte au riesling, préemballée","Tourte au riesling, préemballée",tourte au riesling preemballee,tourte au riesling preemballee,,,"pizzas, tartes et crêpes salées",-
53b476a5-fcaf-597a-a769-d7c617965687,CIQUAL,"Abricot, dénoyauté, sec","Abricot, dénoyauté, sec",abricot denoyaute sec,abricot denoyaute sec,,,fruits,fruits séchés
53b8505a-53ed-56bc-9ee1-dbba26f3c47a,INSA,Gelado de leite,Gelado de leite,gelado de leite,gelado de leite,,,,
53d1070e-0f53-5f08-8210-1e21f9e1adee,INSA,Cantarilho (Redfish) cru,Cantarilho (Redfish) cru,cantarilho redfish cru,cantarilho redfish,cru,,,
53d2bcb1-b5af-5760-90a2-d2f908441d9c,INSA,"Porco, perna gorda assada com óleo alimentar e margarina","Porco, perna gorda assada com óleo alimentar e margarina",porco perna gorda assada com oleo alimentar e margarina,porco perna gorda com oleo alimentar e margarina,assada,,,
53d3c307-a719-5d07-96ae-440b0f9f9bc6,INSA,"Sumo de limão, fresco (espremido)","Sumo de limão, fresco (espremido)",sumo de limao fresco espremido,sumo de limao fresco espremido,,,,
54016f1b-2f61-5668-abfe-d826a95ab0e8,CIQUAL,"Abricot au sirop, appertisé, non égoutté","Abricot au sirop, appertisé, non égoutté",abricot au sirop appertise non egoutte,abricot au sirop appertise non egoutte,,,fruits,fruits appertisés
5404f5f0-a5cc-5d52-94b7-d6ec283c570d,CIQUAL,"Thon albacore ou thon jaune, cru","Thon albacore ou thon jaune, cru",thon albacore ou thon jaune cru,thon albacore ou thon jaune,cru,,poissons crus,-
541b7870-e587-5809-9a22-cfc42e4da26f,CIQUAL,"Brocoli, cuit à la vapeur","Brocoli, cuit à la vapeur",brocoli cuit a la vapeur,brocoli cuit a la vapeur,,,légumes,légumes cuits
5435e498-a8e6-5d72-b5c3-a5d1fa221360,CIQUAL,Miso,Miso,miso,miso,,,ingrédients divers,-
544ea150-7c9a-5e4a-918f-c328097a8458,INSA,"Requeijão de mistura (vaca, ovelha e cabra)","Requeijão de mistura (vaca, ovelha e cabra)",requeijao de mistura vaca ovelha e cabra,requeijao de mistura vaca ovelha e cabra,,,,
545ead69-faab-5770-bcfe-5d2d9cfca987,INSA,Massa com ovo cozida,Massa com ovo cozida,massa com ovo cozida,massa com ovo,cozida,,,
54639f9e-d47d-5eb8-a582-de55d9b0960a,CIQUAL,"Gésier, canard, confit, appertisé","Gésier, canard, confit, appertisé",gesier canard confit appertise,gesier canard confit appertise,,,viandes cuites,abats
546f553a-3ef9-515f-9b66-14f26b56820c,CIQUAL,"Yaourt au lait de chèvre, nature, 5% MG environ","Yaourt au lait de chèvre, nature, 5% MG environ",yaourt au lait de chevre nature 5% mg environ,yaourt au lait de chevre nature 5% mg environ,,,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt
548432e0-b462-531a-9a67-6a111f461a0c,CIQUAL,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique","Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique",jus de prune de cythere verte naine variete hybride fruit mur pur jus filtre prelevee a la martinique,jus de prune de cythere verte naine variete hybride fruit mur pur jus filtre prelevee a la martinique,,,fruits,fruits et leurs produits de la Martinique
5499aec7-85d4-58d3-b105-52569bf58bb8,INSA,"Bolacha ""waffer"" baunilha","Bolacha ""waffer"" baunilha",bolacha waffer baunilha,bolacha waffer baunilha,,,,
